salsify:id,salsify:name,salsify:attribute_id,salsify:parent_id
womens-womens-petite-clothing-womens-petite-capris,Women's Petite Capris,Demandware Category,womens-womens-petite-clothing
womens-womens-petite-clothing-womens-petite-coats-jackets,Women's Petite Coats & Jackets,Demandware Category,womens-womens-petite-clothing
womens-womens-petite-clothing-womens-petite-dresses,Women's Petite Dresses,Demandware Category,womens-womens-petite-clothing
womens-womens-petite-clothing-womens-petite-dresses-womens-petite-bridesmaid-dresses,Women's Petite Bridesmaid Dresses,Demandware Category,womens-womens-petite-clothing-womens-petite-dresses
womens-womens-petite-clothing-womens-petite-dresses-womens-petite-casual-dresses,Women's Petite Casual Dresses,Demandware Category,womens-womens-petite-clothing-womens-petite-dresses
womens-womens-petite-clothing-womens-petite-dresses-womens-petite-cocktail-evening-dresses,Women's Petite Cocktail & Evening Dresses,Demandware Category,womens-womens-petite-clothing-womens-petite-dresses
womens-womens-petite-clothing-womens-petite-dresses-womens-petite-dress-separates,Women's Petite Dress Separates,Demandware Category,womens-womens-petite-clothing-womens-petite-dresses
womens-womens-petite-clothing-womens-petite-dresses-womens-petite-formal-gowns,Women's Petite Formal Gowns,Demandware Category,womens-womens-petite-clothing-womens-petite-dresses
womens-womens-petite-clothing-womens-petite-dresses-womens-petite-holiday-dresses,Women's Petite Holiday Dresses,Demandware Category,womens-womens-petite-clothing-womens-petite-dresses
womens-womens-petite-clothing-womens-petite-dresses-womens-petite-homecoming-prom-dresses,Women's Petite Homecoming & Prom Dresses,Demandware Category,womens-womens-petite-clothing-womens-petite-dresses
womens-womens-petite-clothing-womens-petite-dresses-womens-petite-mother-of-the-bride-dresses,Women's Petite Mother of the Bride Dresses,Demandware Category,womens-womens-petite-clothing-womens-petite-dresses
womens-womens-petite-clothing-womens-petite-dresses-womens-petite-resort-dresses,Women's Petite Resort Dresses,Demandware Category,womens-womens-petite-clothing-womens-petite-dresses
womens-womens-petite-clothing-womens-petite-dresses-womens-petite-wedding-dresses,Women's Petite Wedding Dresses,Demandware Category,womens-womens-petite-clothing-womens-petite-dresses
womens-womens-petite-clothing-womens-petite-dresses-womens-petite-wedding-rehearsal-dresses,Women's Petite Wedding Rehearsal Dresses,Demandware Category,womens-womens-petite-clothing-womens-petite-dresses
womens-womens-petite-clothing-womens-petite-dresses-womens-petite-work-dresses,Women's Petite Work Dresses,Demandware Category,womens-womens-petite-clothing-womens-petite-dresses
womens-womens-petite-clothing-womens-petite-jackets-blazers,Women's Petite Jackets & Blazers,Demandware Category,womens-womens-petite-clothing
womens-womens-petite-clothing-womens-petite-jeans,Women's Petite Jeans,Demandware Category,womens-womens-petite-clothing
womens-womens-petite-clothing-womens-petite-jumpsuits-rompers,Women's Petite Jumpsuits & Rompers,Demandware Category,womens-womens-petite-clothing
womens-womens-petite-clothing-womens-petite-leggings,Women's Petite Leggings,Demandware Category,womens-womens-petite-clothing
womens-womens-petite-clothing-womens-petite-pajamas-lounge,Women's Petite Pajamas & Lounge,Demandware Category,womens-womens-petite-clothing
womens-womens-petite-clothing-womens-petite-pajamas-lounge-womens-petite-baby-dolls-chemises,Women's Petite Baby Dolls & Chemises,Demandware Category,womens-womens-petite-clothing-womens-petite-pajamas-lounge
womens-womens-petite-clothing-womens-petite-pajamas-lounge-womens-petite-nightgowns,Women's Petite Nightgowns,Demandware Category,womens-womens-petite-clothing-womens-petite-pajamas-lounge
womens-womens-petite-clothing-womens-petite-pajamas-lounge-womens-petite-pajama-lounge-pants,Women's Petite Pajama & Lounge Pants,Demandware Category,womens-womens-petite-clothing-womens-petite-pajamas-lounge
womens-womens-petite-clothing-womens-petite-pajamas-lounge-womens-petite-pajama-lounge-tops,Women's Petite Pajama & Lounge Tops,Demandware Category,womens-womens-petite-clothing-womens-petite-pajamas-lounge
womens-womens-petite-clothing-womens-petite-pajamas-lounge-womens-petite-pajama-sets,Women's Petite Pajama Sets,Demandware Category,womens-womens-petite-clothing-womens-petite-pajamas-lounge
womens-womens-petite-clothing-womens-petite-pajamas-lounge-womens-petite-robes,Women's Petite Robes,Demandware Category,womens-womens-petite-clothing-womens-petite-pajamas-lounge
womens-womens-petite-clothing-womens-petite-pants,Women's Petite Pants,Demandware Category,womens-womens-petite-clothing
womens-womens-petite-clothing-womens-petite-shorts,Women's Petite Shorts,Demandware Category,womens-womens-petite-clothing
womens-womens-petite-clothing-womens-petite-skirts,Women's Petite Skirts,Demandware Category,womens-womens-petite-clothing
womens-womens-petite-clothing-womens-petite-suits-sets,Women's Petite Suits & Sets,Demandware Category,womens-womens-petite-clothing
womens-womens-petite-clothing-womens-petite-suits-sets-womens-petite-suit-dresses,Women's Petite Suit Dresses,Demandware Category,womens-womens-petite-clothing-womens-petite-suits-sets
womens-womens-petite-clothing-womens-petite-suits-sets-womens-petite-suit-jackets,Women's Petite Suit Jackets,Demandware Category,womens-womens-petite-clothing-womens-petite-suits-sets
womens-womens-petite-clothing-womens-petite-suits-sets-womens-petite-suit-pants,Women's Petite Suit Pants,Demandware Category,womens-womens-petite-clothing-womens-petite-suits-sets
womens-womens-petite-clothing-womens-petite-suits-sets-womens-petite-suit-sets,Women's Petite Suit Sets,Demandware Category,womens-womens-petite-clothing-womens-petite-suits-sets
womens-womens-petite-clothing-womens-petite-suits-sets-womens-petite-suit-skirts,Women's Petite Suit Skirts,Demandware Category,womens-womens-petite-clothing-womens-petite-suits-sets
womens-womens-petite-clothing-womens-petite-sweaters,Women's Petite Sweaters,Demandware Category,womens-womens-petite-clothing
womens-womens-petite-clothing-womens-petite-sweaters-womens-petite-cardigans,Women's Petite Cardigans,Demandware Category,womens-womens-petite-clothing-womens-petite-sweaters
womens-womens-petite-clothing-womens-petite-sweaters-womens-petite-pullover-sweaters,Women's Petite Pullover Sweaters,Demandware Category,womens-womens-petite-clothing-womens-petite-sweaters
womens-womens-petite-clothing-womens-petite-sweaters-womens-petite-sweater-vests,Women's Petite Sweater Vests,Demandware Category,womens-womens-petite-clothing-womens-petite-sweaters
womens-womens-petite-clothing-womens-petite-swimwear,Women's Petite Swimwear,Demandware Category,womens-womens-petite-clothing
womens-womens-petite-clothing-womens-petite-swimwear-womens-petite-cover-ups,Women's Petite Cover Ups,Demandware Category,womens-womens-petite-clothing-womens-petite-swimwear
womens-womens-petite-clothing-womens-petite-swimwear-womens-petite-one-piece-swimsuits,Women's Petite One Piece Swimsuits,Demandware Category,womens-womens-petite-clothing-womens-petite-swimwear
womens-womens-petite-clothing-womens-petite-swimwear-womens-petite-swimsuit-bottoms,Women's Petite Swimsuit Bottoms,Demandware Category,womens-womens-petite-clothing-womens-petite-swimwear
womens-womens-petite-clothing-womens-petite-swimwear-womens-petite-swimsuit-tops,Women's Petite Swimsuit Tops,Demandware Category,womens-womens-petite-clothing-womens-petite-swimwear
womens-womens-petite-clothing-womens-petite-tops,Women's Petite Tops,Demandware Category,womens-womens-petite-clothing
womens-womens-petite-clothing-womens-petite-tops-womens-petite-blouses,Women's Petite Blouses,Demandware Category,womens-womens-petite-clothing-womens-petite-tops
womens-womens-petite-clothing-womens-petite-tops-womens-petite-button-down-collared-tops,Women's Petite Button Down & Collared Tops,Demandware Category,womens-womens-petite-clothing-womens-petite-tops
womens-womens-petite-clothing-womens-petite-tops-womens-petite-kimonos-dusters,Women's Petite Kimonos & Dusters,Demandware Category,womens-womens-petite-clothing-womens-petite-tops
womens-womens-petite-clothing-womens-petite-tops-womens-petite-pullovers,Women's Petite Pullovers,Demandware Category,womens-womens-petite-clothing-womens-petite-tops
womens-womens-petite-clothing-womens-petite-tops-womens-petite-tank-tops-camisoles,Women's Petite Tank Tops & Camisoles,Demandware Category,womens-womens-petite-clothing-womens-petite-tops
womens-womens-petite-clothing-womens-petite-tops-womens-petite-t-shirts,Women's Petite T-Shirts,Demandware Category,womens-womens-petite-clothing-womens-petite-tops
womens-womens-petite-clothing-womens-petite-tops-womens-petite-tunics,Women's Petite Tunics,Demandware Category,womens-womens-petite-clothing-womens-petite-tops
womens-womens-plus-clothing,Women's Plus Clothing,Demandware Category,womens
womens-womens-plus-clothing-womens-plus-activewear,Women's Plus Activewear,Demandware Category,womens-womens-plus-clothing
womens-womens-plus-clothing-womens-plus-blazers,Women's Plus Blazers,Demandware Category,womens-womens-plus-clothing
womens-womens-plus-clothing-womens-plus-capris,Women's Plus Capris,Demandware Category,womens-womens-plus-clothing
womens-womens-plus-clothing-womens-plus-coats-jackets,Women's Plus Coats & Jackets,Demandware Category,womens-womens-plus-clothing
womens-womens-plus-clothing-womens-plus-dresses,Women's Plus Dresses,Demandware Category,womens-womens-plus-clothing
womens-womens-plus-clothing-womens-plus-dresses-womens-plus-bridesmaid-dresses,Women's Plus Bridesmaid Dresses,Demandware Category,womens-womens-plus-clothing-womens-plus-dresses
womens-womens-plus-clothing-womens-plus-dresses-womens-plus-casual-dresses,Women's Plus Casual Dresses,Demandware Category,womens-womens-plus-clothing-womens-plus-dresses
womens-womens-plus-clothing-womens-plus-dresses-womens-plus-cocktail-evening-dresses,Women's Plus Cocktail & Evening Dresses,Demandware Category,womens-womens-plus-clothing-womens-plus-dresses
womens-womens-plus-clothing-womens-plus-dresses-womens-plus-dress-separates,Women's Plus Dress Separates,Demandware Category,womens-womens-plus-clothing-womens-plus-dresses
womens-womens-plus-clothing-womens-plus-dresses-womens-plus-formal-gowns,Women's Plus Formal Gowns,Demandware Category,womens-womens-plus-clothing-womens-plus-dresses
womens-womens-plus-clothing-womens-plus-dresses-womens-plus-holiday-dresses,Women's Plus Holiday Dresses,Demandware Category,womens-womens-plus-clothing-womens-plus-dresses
womens-womens-plus-clothing-womens-plus-dresses-womens-plus-homecoming-prom-dresses,Women's Plus Homecoming & Prom Dresses,Demandware Category,womens-womens-plus-clothing-womens-plus-dresses
womens-womens-plus-clothing-womens-plus-dresses-womens-plus-mother-of-the-bride-dresses,Women's Plus Mother of the Bride Dresses,Demandware Category,womens-womens-plus-clothing-womens-plus-dresses
womens-womens-plus-clothing-womens-plus-dresses-womens-plus-resort-dresses,Women's Plus Resort Dresses,Demandware Category,womens-womens-plus-clothing-womens-plus-dresses
womens-womens-plus-clothing-womens-plus-dresses-womens-plus-wedding-dresses,Women's Plus Wedding Dresses,Demandware Category,womens-womens-plus-clothing-womens-plus-dresses
womens-womens-plus-clothing-womens-plus-dresses-womens-plus-wedding-rehearsal-dresses,Women's Plus Wedding Rehearsal Dresses,Demandware Category,womens-womens-plus-clothing-womens-plus-dresses
womens-womens-plus-clothing-womens-plus-dresses-womens-plus-work-dresses,Women's Plus Work Dresses,Demandware Category,womens-womens-plus-clothing-womens-plus-dresses
womens-womens-plus-clothing-womens-plus-jeans,Women's Plus Jeans,Demandware Category,womens-womens-plus-clothing
womens-womens-plus-clothing-womens-plus-jumpsuits-rompers,Women's Plus Jumpsuits & Rompers,Demandware Category,womens-womens-plus-clothing
womens-womens-plus-clothing-womens-plus-leggings,Women's Plus Leggings,Demandware Category,womens-womens-plus-clothing
womens-womens-plus-clothing-womens-plus-pajamas-lounge,Women's Plus Pajamas & Lounge,Demandware Category,womens-womens-plus-clothing
womens-womens-plus-clothing-womens-plus-pajamas-lounge-womens-plus-baby-dolls-chemises,Women's Plus Dolls & Chemises,Demandware Category,womens-womens-plus-clothing-womens-plus-pajamas-lounge
womens-womens-plus-clothing-womens-plus-pajamas-lounge-womens-plus-nightgowns,Women's Plus Nightgowns,Demandware Category,womens-womens-plus-clothing-womens-plus-pajamas-lounge
womens-womens-plus-clothing-womens-plus-pajamas-lounge-womens-plus-pajama-lounge-pants,Women's Plus Pajama & Lounge Pants,Demandware Category,womens-womens-plus-clothing-womens-plus-pajamas-lounge
womens-womens-plus-clothing-womens-plus-pajamas-lounge-womens-plus-pajama-lounge-tops,Women's Plus Pajama & Lounge Tops,Demandware Category,womens-womens-plus-clothing-womens-plus-pajamas-lounge
womens-womens-plus-clothing-womens-plus-pajamas-lounge-womens-plus-pajama-sets,Women's Plus Pajama Sets,Demandware Category,womens-womens-plus-clothing-womens-plus-pajamas-lounge
womens-womens-plus-clothing-womens-plus-pajamas-lounge-womens-plus-robes,Women's Plus Robes,Demandware Category,womens-womens-plus-clothing-womens-plus-pajamas-lounge
womens-womens-plus-clothing-womens-plus-pants,Women's Plus Pants,Demandware Category,womens-womens-plus-clothing
womens-womens-plus-clothing-womens-plus-shorts,Women's Plus Shorts,Demandware Category,womens-womens-plus-clothing
womens-womens-plus-clothing-womens-plus-skirts,Women's Plus Skirts,Demandware Category,womens-womens-plus-clothing
womens-womens-plus-clothing-womens-plus-suits-sets,Women's Plus Suits & Sets,Demandware Category,womens-womens-plus-clothing
womens-womens-plus-clothing-womens-plus-suits-sets-womens-plus-suit-dresses,Women's Plus Suit Dresses,Demandware Category,womens-womens-plus-clothing-womens-plus-suits-sets
womens-womens-plus-clothing-womens-plus-suits-sets-womens-plus-suit-jackets,Women's Plus Suit Jackets,Demandware Category,womens-womens-plus-clothing-womens-plus-suits-sets
womens-womens-plus-clothing-womens-plus-suits-sets-womens-plus-suit-pants,Women's Plus Suit Pants,Demandware Category,womens-womens-plus-clothing-womens-plus-suits-sets
womens-womens-plus-clothing-womens-plus-suits-sets-womens-plus-suit-sets,Women's Plus Suit Sets,Demandware Category,womens-womens-plus-clothing-womens-plus-suits-sets
womens-womens-plus-clothing-womens-plus-suits-sets-womens-plus-suit-skirts,Women's Plus Suit Skirts,Demandware Category,womens-womens-plus-clothing-womens-plus-suits-sets
womens-womens-plus-clothing-womens-plus-sweaters,Women's Plus Sweaters,Demandware Category,womens-womens-plus-clothing
womens-womens-plus-clothing-womens-plus-sweaters-womens-plus-cardigans,Women's Plus Cardigans,Demandware Category,womens-womens-plus-clothing-womens-plus-sweaters
womens-womens-plus-clothing-womens-plus-sweaters-womens-plus-pullover-sweaters,Women's Plus Pullover Sweaters,Demandware Category,womens-womens-plus-clothing-womens-plus-sweaters
womens-womens-plus-clothing-womens-plus-sweaters-womens-plus-sweater-vests,Women's Plus Sweater Vests,Demandware Category,womens-womens-plus-clothing-womens-plus-sweaters
womens-womens-plus-clothing-womens-plus-swimwear,Women's Plus Swimwear,Demandware Category,womens-womens-plus-clothing
womens-womens-plus-clothing-womens-plus-swimwear-womens-plus-cover-ups,Women's Plus Cover Ups,Demandware Category,womens-womens-plus-clothing-womens-plus-swimwear
womens-womens-plus-clothing-womens-plus-swimwear-womens-plus-one-piece-swimsuits,Women's Plus One Piece Swimsuits,Demandware Category,womens-womens-plus-clothing-womens-plus-swimwear
womens-womens-plus-clothing-womens-plus-swimwear-womens-plus-swimsuit-bottoms,Women's Plus Swimsuit Bottoms,Demandware Category,womens-womens-plus-clothing-womens-plus-swimwear
womens-womens-plus-clothing-womens-plus-swimwear-womens-plus-swimsuit-tops,Women's Plus Swimsuit Tops,Demandware Category,womens-womens-plus-clothing-womens-plus-swimwear
womens-womens-plus-clothing-womens-plus-tops,Women's Plus Tops,Demandware Category,womens-womens-plus-clothing
womens-womens-plus-clothing-womens-plus-tops-womens-plus-blouses,Women's Plus Blouses,Demandware Category,womens-womens-plus-clothing-womens-plus-tops
womens-womens-plus-clothing-womens-plus-tops-womens-plus-button-down-collared-tops,Women's Plus Button Down & Collared Tops,Demandware Category,womens-womens-plus-clothing-womens-plus-tops
womens-womens-plus-clothing-womens-plus-tops-womens-plus-kimonos-dusters,Women's Plus Kimonos & Dusters,Demandware Category,womens-womens-plus-clothing-womens-plus-tops
womens-womens-plus-clothing-womens-plus-tops-womens-plus-pullovers,Women's Plus Pullovers,Demandware Category,womens-womens-plus-clothing-womens-plus-tops
womens-womens-plus-clothing-womens-plus-tops-womens-plus-tank-tops-camisoles,Women's Plus Tank Tops & Camisoles,Demandware Category,womens-womens-plus-clothing-womens-plus-tops
womens-womens-plus-clothing-womens-plus-tops-womens-plus-t-shirts,Women's Plus T-Shirts,Demandware Category,womens-womens-plus-clothing-womens-plus-tops
womens-womens-plus-clothing-womens-plus-tops-womens-plus-tunics,Women's Plus Tunics,Demandware Category,womens-womens-plus-clothing-womens-plus-tops
